0.5	12	0.0457764	0.038147	0.0915527	800	800	800	2	1	0.41725	6	0.684211	0	0.0782	0
0.5	13	0.0152588	0	0.190735	800	0	800	1	0	0	2	0.846154	0	0.0782	0
0.5	15	0.0839233	0	0.190735	800	0	800	2	0	0.952779	11	0.576923	0	0.0782	0
0.5	20	0	0	0	0	0	999999	0	0	0.974302	0	-1	0	0.0391	0
0.5	21	0.205994	0.0457764	0.0915527	800	800	800	7	1	0	27	0.678571	0	0.0782	0
0.5	22	0.213623	0.0534058	0.190735	800	800	800	5	1	0	28	0.569231	0	0.0782	0
0.5	25	0.404358	0.305176	0.0915527	801	802	800	7	4	0.0643781	53	0.311688	1	0.0782	0
0.5	27	0.244141	0.0686646	0.0915527	800	800	800	7	2	0	32	0.619048	0	0.0782	0
0.5	28	0.289917	0.0686646	0.0915527	802	800	800	7	1	0	38	0.547619	0	0.0782	0
0.5	30	0.0991821	0	0.190735	800	0	800	1	0	1	13	0	0	0.0391	0
0.5	31	0.137329	0	0.190735	800	0	800	2	0	0.242594	18	0.307692	0	0.0391	0
0.5	33	0	0	0	0	0	999999	0	0	0.933709	0	-1	0	0.0391	0
0.5	37	0.236511	0.190735	0.0915527	803	803	800	5	3	0	31	0.465517	0	0.0391	0
0.5	41	0.213623	0	0.190735	800	0	800	3	0	0.000727359	28	0.282051	0	0.0391	0
0.5	44	0	0	0	0	0	999999	0	0	0.936365	0	-1	0	0.0391	0
0.5	45	0.221252	0.106812	0.190735	800	800	800	6	1	0.0545199	29	0.628205	0	0.0782	0
0.5	48	0.12207	0.12207	0.190735	800	800	800	1	1	0.00023806	16	0	0	0.0391	0
0.5	52	0.267029	0	0.0915527	800	0	800	6	0	0.188726	35	0.453125	0	0.0391	0
0.5	55	0.0610352	0	0.190735	800	0	800	1	0	0	8	0.384615	0	0.0391	0
0.5	59	0.267029	0	0.190735	800	0	800	4	0	0.00285226	35	0.326923	0	0.0391	0
0.5	62	0.0762939	0	0.190735	800	0	800	1	0	0.446327	10	0.230769	0	0.0391	0
0.5	65	0.0152588	0	0.190735	800	0	800	1	0	0.491429	2	0.846154	0	0.0782	0
0.5	66	0.144958	0	0.0915527	800	0	800	4	0	0.978429	19	0.577778	0	0.0782	0
0.5	70	0.305176	0.274658	0.0915527	800	800	800	7	3	0	40	0.52381	0	0.0782	0
0.5	71	0.160217	0.152588	0.190735	800	800	800	3	2	0	21	0.461538	0	0.0391	0
0.5	73	0	0	0	0	0	999999	0	0	0.921451	0	-1	0	0.0391	0
0.5	75	0.0686646	0.038147	0.0915527	800	800	800	5	1	0.409706	9	0.844828	0	0.0782	0
0.5	76	0.274658	0.0610352	0.0915527	800	800	800	7	1	1.75159e-05	36	0.571429	0	0.0782	0
0.5	82	0.228882	0.0534058	0.0915527	800	800	800	5	1	0.000156585	30	0.482759	0	0.0391	0
0.5	83	0.0152588	0	0.190735	800	0	800	2	0	0	2	0.923077	0	0.0782	0
0.5	84	0.213623	0.0457764	0.190735	800	800	800	5	1	1.27811e-06	28	0.569231	0	0.0782	0
0.5	85	0.274658	0.236511	0.0915527	800	800	800	4	3	0.0037517	36	0.2	0	0.0391	0
0.5	88	0.282288	0	0.190735	800	0	800	5	0	0.211473	37	0.430769	0	0.0391	0
0.5	96	0.213623	0	0.190735	800	0	800	4	0	0	28	0.461538	0	0.0391	0
0.5	98	0.175476	0.167847	0.190735	800	800	800	4	3	0	23	0.557692	0	0.0782	0
0.5	99	0	0	0	0	0	999999	0	0	0	0	-1	0	0.0391	0
0.5	111	0.152588	0	0.190735	800	0	800	5	0	0	20	0.692308	0	0.0782	0
0.5	113	0.190735	0	0.190735	800	0	800	3	0	0.230934	25	0.358974	0	0.0391	0
0.5	117	0.228882	0	0.190735	800	0	800	4	0	0	30	0.423077	0	0.0391	0
0.5	121	0.144958	0	0.190735	800	0	800	2	0	0.486304	19	0.269231	0	0.0391	0
0.5	122	0	0	0	0	0	999999	0	0	0.858946	0	-1	0	0.0391	0
0.5	123	0.0228882	0	0.190735	800	0	800	1	0	0.399168	3	0.769231	0	0.0782	0
0.5	130	0.259399	0.221252	0.190735	800	800	800	4	3	0	34	0.346154	0	0.0391	0
0.5	132	0.137329	0	0.190735	800	0	800	3	0	0	18	0.538462	0	0.0782	0
0.5	133	0.1297	0	0.190735	800	0	800	4	0	0	17	0.673077	0	0.0782	0
0.5	136	0.259399	0.25177	0.190735	800	800	800	4	3	0	34	0.346154	0	0.0391	0
0.5	138	0.106812	0.106812	0.190735	800	800	800	1	1	0	14	0	0	0.0391	0
0.5	141	0	0	0	0	0	999999	0	0	0.191058	0	-1	0	0.0391	0
0.5	143	0.190735	0	0.190735	800	0	800	4	0	0.45601	25	0.519231	0	0.0782	0
0.5	144	0.228882	0	0.190735	800	0	800	4	0	0.0823479	30	0.423077	0	0.0391	0
0.5	145	0.152588	0	0.190735	800	0	800	3	0	0	20	0.487179	0	0.0391	0
0.5	146	0.114441	0.114441	0.190735	800	800	800	1	1	0.000259948	15	0	0	0.0391	0
0.5	150	0.205994	0.198364	0.190735	800	800	800	4	3	0	27	0.480769	0	0.0391	0
0.5	153	0.328064	0.0228882	0.0915527	800	800	800	7	2	0	43	0.441558	0	0.0391	0
0.5	155	0.244141	0.0534058	0.190735	800	800	800	6	1	0	32	0.589744	0	0.0782	0
0.5	157	0.1297	0	0.0915527	800	0	800	6	0	0	17	0.760563	0	0.0782	0
0.5	161	0.236511	0.0534058	0.190735	800	800	800	6	1	0	31	0.602564	0	0.0782	0
0.5	163	0.0457764	0	0.190735	800	0	800	2	0	0.870177	6	0.769231	0	0.0782	0
0.5	164	0.305176	0.00762939	0.0915527	800	800	800	5	1	0.000773255	40	0.215686	0	0.0391	0
0.5	166	0.305176	0.244141	0.0915527	802	803	800	5	3	0	40	0.215686	0	0.0391	0
0.5	169	0.221252	0.038147	0.190735	800	800	800	7	2	0.318593	29	0.681319	0	0.0782	0
0.5	173	0.160217	0	0.190735	800	0	800	4	0	0	21	0.596154	0	0.0782	0
0.5	175	0.267029	0.1297	0.0915527	800	800	800	7	3	0.492842	35	0.583333	0	0.0782	0
0.5	176	0.267029	0	0.0915527	800	0	800	4	0	0.234606	35	0.222222	0	0.0391	0
0.5	179	0.0839233	0	0.190735	800	0	800	3	0	0.403527	11	0.717949	0	0.0782	0
0.5	180	0.289917	0.0152588	0.0915527	800	800	800	6	1	0	38	0.40625	0	0.0391	0
0.5	183	0.228882	0.106812	0.190735	800	800	800	5	1	0.311537	30	0.538462	0	0.0782	0
0.5	185	0	0	0	0	0	999999	0	0	0.384642	0	-1	0	0.0391	0
0.5	186	0	0	0	0	0	999999	0	0	0.946567	0	-1	0	0.0391	0
0.5	187	0.0991821	0	0.0915527	800	0	800	2	0	0	13	0.315789	0	0.0391	0
0.5	192	0.190735	0.0991821	0.190735	800	800	800	4	1	0	25	0.519231	0	0.0782	0
0.5	193	0	0	0	0	0	999999	0	0	0.722112	0	-1	0	0.0391	0
0.5	194	0.0152588	0.0152588	0.190735	800	800	800	1	1	0.78817	2	0.846154	0	0.0782	0
0.5	197	0.152588	0	0.190735	800	0	800	4	0	0	20	0.615385	0	0.0782	0
0.5	198	0.274658	0.0152588	0.0915527	800	800	800	6	2	0	36	0.4375	0	0.0391	0
0.5	200	0.190735	0	0.190735	800	0	800	4	0	0.219819	25	0.519231	0	0.0782	0
0.5	201	0.00762939	0	0.190735	800	0	800	1	0	0.818507	1	0.923077	0	0.0782	0
0.5	206	0.106812	0.106812	0.190735	800	800	800	1	1	0.00752645	14	0	0	0.0391	0
0.5	207	0.335693	0.274658	0.0915527	800	800	800	5	4	0.0369237	44	0.241379	1	0.0782	0
0.5	209	0.00762939	0	0.190735	801	0	801	1	0	0.786605	1	0.923077	0	0.0782	0
0.5	210	0.205994	0.038147	0.190735	800	800	800	6	1	0	27	0.653846	0	0.0782	0
0.5	212	0.282288	0.12207	0.0915527	800	800	800	6	1	0.0962102	37	0.421875	0	0.0391	0
0.5	213	0.0305176	0	0.190735	800	0	800	1	0	0.967872	4	0.692308	0	0.0782	0
0.5	217	0.221252	0.0457764	0.190735	800	800	800	5	1	7.43875e-05	29	0.553846	0	0.0782	0
0.5	218	0.0228882	0	0.190735	800	0	800	2	0	0.512142	3	0.884615	0	0.0782	0
0.5	222	0.37384	0.305176	0.0915527	801	802	800	5	4	0	49	0.155172	1	0.0782	0
0.5	224	0.144958	0	0.190735	800	0	800	2	0	0.126736	19	0.269231	0	0.0391	0
0.5	225	0.25177	0	0.190735	800	0	800	4	0	0.475259	33	0.365385	0	0.0391	0
0.5	226	0.137329	0.0915527	0.190735	800	800	800	2	1	0.252966	18	0.307692	0	0.0391	0
0.5	228	0.259399	0.12207	0.0915527	800	800	800	6	1	0	34	0.521127	0	0.0782	0
0.5	229	0.106812	0	0.190735	800	0	800	2	0	0.188695	14	0.461538	0	0.0391	0
0.5	233	0.038147	0.0152588	0.190735	800	800	800	2	1	0	5	0.807692	0	0.0782	0
0.5	235	0.228882	0.221252	0.190735	800	800	800	4	3	0	30	0.423077	0	0.0391	0
0.5	237	0.25177	0.0991821	0.190735	800	800	800	6	1	0.0445707	33	0.576923	0	0.0782	0
0.5	238	0.0839233	0	0.190735	800	0	800	1	0	0.166909	11	0.153846	0	0.0391	0
0.5	240	0.0152588	0	0.190735	800	0	800	1	0	0	2	0.846154	0	0.0782	0
0.5	242	0.175476	0	0.190735	800	0	800	3	0	0	23	0.410256	0	0.0391	0
