0.5	5	0.0534058	0.038147	0.0228882	800	800	800	4	3	0	7	0.125	0	0.3	0
0.5	6	0.0228882	0	0.0228882	800	0	800	2	0	0.25082	3	0.25	0	0.3	0
0.5	7	0.00762939	0	0.0228882	800	0	800	1	0	0.533955	1	0.5	0	0.6	0
0.5	9	0.0152588	0	0.0228882	801	0	801	2	0	0.977704	2	0.5	0	0.6	0
0.5	12	0.038147	0.0152588	0.0228882	800	800	800	3	1	0	5	0.166667	0	0.3	0
0.5	13	0.0534058	0.0152588	0.0228882	800	800	800	5	2	0	7	0.3	0	0.3	0
0.5	14	0.0228882	0	0.0228882	800	0	800	2	0	0	3	0.25	0	0.3	0
0.5	21	0.038147	0.0152588	0.0228882	800	800	800	3	1	0	5	0.166667	0	0.3	0
0.5	22	0.0152588	0.00762939	0.0228882	800	800	800	2	1	0.0461379	2	0.5	0	0.6	0
0.5	25	0.0457764	0.0152588	0.0228882	800	800	800	4	1	0.0177196	6	0.25	0	0.3	0
0.5	27	0.0534058	0	0.0228882	800	0	800	4	0	0.541188	7	0.125	0	0.3	0
0.5	28	0.0534058	0.0152588	0.0228882	800	800	800	4	1	0.261811	7	0.125	0	0.3	0
0.5	30	0.0305176	0.00762939	0.0228882	800	800	800	3	1	0	4	0.333333	0	0.3	0
0.5	31	0.0534058	0.0305176	0.00762939	800	800	800	3	2	0	7	0	0	0.3	0
0.5	34	0.0305176	0	0.0228882	800	0	800	3	0	0.252072	4	0.333333	0	0.3	0
0.5	37	0.038147	0.0305176	0.0228882	800	800	800	4	3	0	5	0.375	0	0.3	0
0.5	41	0.0534058	0.0305176	0.0228882	800	800	800	4	2	6.4322e-05	7	0.125	0	0.3	0
0.5	44	0	0	0	0	0	999999	0	0	0.712866	0	-1	0	0.3	0
0.5	47	0.0228882	0	0.0228882	800	0	800	1	0	0.279583	3	0	0	0.3	0
0.5	48	0.0228882	0	0.0228882	800	0	800	1	0	0.35474	3	0	0	0.3	0
0.5	52	0.0534058	0.0152588	0.00762939	800	800	800	4	1	0.000471894	7	0	0	0.3	0
0.5	55	0.00762939	0	0.0228882	800	0	800	1	0	0.830391	1	0.5	0	0.6	0
0.5	58	0.0152588	0	0.0228882	800	0	800	1	0	0.283778	2	0	0	0.3	0
0.5	59	0.0457764	0.0228882	0.0228882	800	800	800	5	3	0.226229	6	0.4	0	0.3	0
0.5	62	0.00762939	0	0.0228882	801	0	801	1	0	0	1	0.5	0	0.6	0
0.5	65	0.0610352	0	0.0228882	800	0	800	5	0	0	8	0.2	0	0.3	0
